applicant_id,grade_id,program_id,ranking,quota_id,priority_profile_ori,priority_profile_edi
7289287,12,29,2,2,5,1
7289287,12,289,3,2,4,1
7289287,12,229,4,1,3,1
7289288,12,229,1,3,6,1
7289288,12,370,2,3,5,1
7289412,12,229,1,4,6,1
7289412,12,357,2,2,5,1
7289464,12,370,1,3,6,1
7289464,12,229,2,3,5,1
7289464,12,293,3,6,25,5
7289605,3,416,1,11,6,1
7289605,3,188,2,11,5,1
7289605,3,155,3,11,4,1
7289605,3,133,4,11,3,1
7289605,3,206,5,11,2,1
7289745,8,120,1,2,34,4
7290173,8,120,1,2,6,1
7290173,8,116,2,2,5,1
7290173,8,335,3,2,4,1
7290519,9,130,1,11,35,5
7290519,9,391,2,3,5,1
7290520,5,126,1,11,35,5
7290520,5,387,2,3,5,1
7290521,4,125,1,11,35,5
7290521,4,386,2,3,5,1
7290711,3,361,1,11,35,5
7290711,3,217,2,11,5,1
7290711,3,416,3,11,4,1
7291117,9,121,1,2,6,1
7291308,8,304,1,2,6,1
7291308,8,105,2,2,5,1
7291308,8,335,3,2,4,1
7291309,4,300,1,2,6,1
7291309,4,101,2,2,5,1
7291309,4,331,3,2,4,1
7291433,12,229,1,1,6,1
7291436,2,154,1,11,6,1
7291436,2,329,2,3,5,1
7291565,8,116,1,3,33,3
7291565,8,222,2,3,28,3
7291565,8,324,3,3,23,3
7291565,8,258,4,3,18,3
7292045,5,181,1,3,35,5
7292045,5,199,2,3,30,5
7292045,5,219,3,3,25,5
7292065,1,98,1,3,34,4
7292069,12,229,1,3,6,1
7292069,12,21,2,3,5,1
7292069,12,370,3,3,4,1
7292078,3,242,1,11,34,4
7292098,2,92,1,11,6,1
7292098,2,216,2,11,5,1
7292098,2,329,3,11,4,1
7292098,2,154,4,11,3,1
7292098,2,384,5,11,2,1
7292104,1,297,1,9,34,4
7292104,1,251,2,11,5,1
7292104,1,98,3,3,4,1
7292333,12,229,1,4,6,1
7292333,12,29,2,2,5,1
7292333,12,262,3,2,4,1
7292333,12,289,4,2,3,1
7292333,12,357,5,2,2,1
7292333,12,370,6,2,1,1
7292351,2,178,1,3,35,5
7292351,2,92,2,11,5,1
7292351,2,216,3,11,4,1
7292456,5,113,1,3,33,3
7292456,5,126,2,3,28,3
7292456,5,190,3,3,23,3
7292456,5,244,4,3,18,3
7292456,5,255,5,3,13,3
7292471,12,229,1,1,6,1
7292471,12,289,2,2,5,1
7292481,12,289,1,2,6,1
7292601,2,178,1,3,6,1
7292601,2,216,2,11,5,1
7292601,2,92,3,11,4,1
7292601,2,329,4,3,3,1
7292601,2,110,5,3,2,1
7292601,2,143,6,11,1,1
7293555,9,226,1,1,33,3
7293848,1,109,1,3,6,1
7293848,1,383,2,3,5,1
7293986,1,328,1,2,6,1
7414202,10,227,1,1,6,1
7414906,10,227,1,4,6,1
7414938,1,215,1,11,6,1
7415065,6,302,1,9,6,1
7415065,6,220,2,11,5,1
7415065,6,182,3,3,25,5
7415065,6,103,4,3,3,1
7415065,6,200,5,11,2,1
7415065,6,419,6,11,1,1
7415068,12,426,1,2,6,1
7415068,12,357,2,2,5,1
7416937,3,308,1,11,35,5
7416937,3,93,2,11,5,1
7416937,3,299,3,9,4,1
7417069,12,229,1,1,6,1
7417559,14,291,1,3,6,1
7417560,10,76,1,11,6,1
7417560,10,355,2,3,5,1
7417560,10,122,3,3,4,1
7417932,3,217,1,11,6,1
7417932,3,69,2,11,5,1
7441331,3,100,1,2,6,1
7441331,3,299,2,7,5,1
7441331,3,179,3,2,4,1
7441331,3,330,4,2,3,1
7441331,3,348,5,2,2,1
7441348,12,25,1,2,6,1
7444202,1,328,1,3,35,5
7444202,1,215,2,11,5,1
7444202,1,98,3,3,4,1
7444230,6,103,1,2,6,1
7444230,6,114,2,2,5,1
7444230,6,351,3,2,4,1
7444230,6,388,4,2,3,1
7444439,2,178,1,3,35,5
7444439,2,347,2,3,5,1
7444778,2,318,1,2,6,1
7445541,4,112,1,3,6,1
7445541,4,234,2,11,30,5
7445555,12,229,1,1,6,1
7445555,12,357,2,2,5,1
7445555,12,370,3,2,4,1
7445555,12,262,4,2,3,1
7445829,9,121,1,2,6,1
7445829,9,185,2,2,5,1
7445829,9,336,3,2,4,1
7445829,9,305,4,8,3,1
7445829,9,226,5,1,2,1
7445829,9,354,6,2,1,1
7446364,1,297,1,9,6,1
7450016,3,217,1,11,6,1
7450016,3,124,2,11,5,1
7450016,3,361,3,11,4,1
7450016,3,188,4,11,20,5
7450016,3,267,5,11,2,1
7450553,6,167,1,11,6,1
7450553,6,342,2,11,5,1
7450553,6,200,3,11,4,1
7451158,11,316,1,11,35,5
7451158,11,241,2,11,5,1
7451287,12,262,1,2,6,1
7451287,12,370,2,2,5,1
7451287,12,5,3,2,4,1
7452204,12,78,1,11,6,1
7452204,12,412,2,5,5,1
7452204,12,289,3,3,4,1
7453430,3,217,1,11,6,1
7453430,3,197,2,11,30,5
7453430,3,416,3,11,4,1
7454795,3,416,1,11,6,1
7454795,3,299,2,9,5,1
7454795,3,374,3,11,4,1
7454795,3,308,4,11,3,1
7455112,14,7,1,3,6,1
7455112,14,372,2,3,5,1
7455827,10,227,1,4,6,1
7456079,8,304,1,8,6,1
7456079,8,120,2,2,28,3
7456079,8,390,3,2,4,1
7456723,12,370,1,2,6,1
7456723,12,21,2,2,5,1
7457263,1,215,1,11,6,1
7458544,2,178,1,2,34,4
7458544,2,347,2,2,5,1
7458873,2,178,1,3,34,4
7458873,2,347,2,3,5,1
7458873,2,92,3,11,4,1
7459161,4,349,1,2,32,2
7459161,4,320,2,2,27,2
7460522,12,370,1,2,6,1
7464123,9,336,1,2,6,1
7464123,9,354,2,2,5,1
7464123,9,185,3,2,4,1
7464123,9,117,4,2,3,1
7464123,9,121,5,2,2,1
7464123,9,226,6,2,1,1
7505508,9,226,1,4,34,4
7505520,5,71,1,11,6,1
7505520,5,208,2,11,5,1
7505700,2,298,1,10,33,3
7505712,3,348,1,3,6,1
7505712,3,155,2,11,5,1
7505712,3,188,3,11,4,1
7505712,3,217,4,11,3,1
7505712,3,330,5,3,2,1
7505712,3,179,6,3,10,5
7505724,11,187,1,3,6,1
7505724,11,77,2,11,5,1
7505724,11,424,3,11,4,1
7505724,11,123,4,3,3,1
7505724,11,228,5,3,2,1
7505725,2,252,1,11,6,1
7505725,2,298,2,10,5,1
7505725,2,110,3,3,4,1
7505725,2,178,4,3,3,1
7505730,15,360,1,2,6,1
7505730,15,373,2,2,5,1
7505730,15,265,3,2,4,1
7505730,15,292,4,2,3,1
7505731,3,206,1,11,6,1
7505731,3,93,2,11,5,1
7505731,3,188,3,11,4,1
7505944,3,111,1,2,6,1
7505944,3,385,2,2,5,1
7505946,10,195,1,3,33,3
7505946,10,162,2,3,28,3
7505946,10,186,3,3,23,3
7505946,10,118,4,3,18,3
7505947,2,298,1,8,6,1
7505947,2,347,2,2,5,1
7505947,2,384,3,2,4,1
7505947,2,329,4,2,3,1
7505947,2,178,5,2,2,1
7505947,2,110,6,2,1,1
7505949,1,297,1,8,6,1
7505950,1,177,1,2,6,1
7505950,1,346,2,2,5,1
7505951,2,143,1,11,6,1
7505953,12,229,1,4,6,1
7505953,12,357,2,2,5,1
7505954,3,206,1,11,6,1
7505954,3,69,2,11,5,1
7505954,3,267,3,11,4,1
7505955,14,428,1,3,6,1
7505956,2,154,1,11,6,1
7505956,2,92,2,11,5,1
7505956,2,252,3,11,4,1
7505956,2,318,4,3,3,1
7505956,2,329,5,3,2,1
7505958,8,120,1,2,6,1
7505958,8,304,2,8,5,1
7505958,8,390,3,2,4,1
7505959,2,99,1,3,35,5
7505959,2,329,2,3,5,1
7505960,3,206,1,11,6,1
7505960,3,69,2,11,5,1
7505960,3,308,3,11,4,1
7505960,3,133,4,11,3,1
7505960,3,124,5,11,2,1
7505960,3,374,6,11,1,1
7505963,2,92,1,11,6,1
7505963,2,216,2,11,5,1
7505963,2,178,3,3,25,5
7505970,12,29,1,2,6,1
7505970,12,229,2,1,5,1
7505970,12,357,3,2,4,1
7505972,2,347,1,2,6,1
7505973,12,370,1,3,6,1
7505974,2,347,1,2,6,1
7505975,9,226,1,1,6,1
7505980,2,347,1,2,6,1
7505980,2,178,2,2,5,1
7505981,2,178,1,2,32,2
7505981,2,384,2,2,27,2
7505981,2,110,3,2,22,2
7505981,2,347,4,2,17,2
7505981,2,329,5,2,12,2
7505981,2,318,6,2,7,2
7505984,2,178,1,2,6,1
7505984,2,110,2,2,5,1
7505984,2,298,3,8,4,1
7505984,2,329,4,2,3,1
7505984,2,347,5,2,2,1
7505984,2,384,6,2,1,1
7505985,1,153,1,11,6,1
7505985,1,317,2,3,5,1
7505985,1,251,3,11,4,1
7505985,1,297,4,10,3,1
7505985,1,383,5,3,2,1
7505985,1,215,6,11,1,1
7505987,3,416,1,11,36,6
7505988,2,178,1,2,6,1
7505988,2,347,2,2,5,1
7505988,2,329,3,2,4,1
7505988,2,99,4,2,3,1
7505994,5,301,1,8,33,3
7505997,1,297,1,7,6,1
7505997,1,346,2,2,5,1
7505997,1,109,3,2,4,1
7505998,2,216,1,11,6,1
7505998,2,252,2,11,5,1
7505999,1,328,1,2,6,1
7505999,1,346,2,2,5,1
7505999,1,177,3,2,4,1
7506001,2,178,1,2,34,4
7506001,2,347,2,2,5,1
7506001,2,329,3,2,4,1
7506001,2,99,4,2,3,1
7506020,12,370,1,3,6,1
7506020,12,426,2,3,5,1
7506020,12,21,3,3,4,1
7506020,12,78,4,11,3,1
7506021,1,346,1,2,6,1
7506021,1,328,2,2,5,1
7506021,1,317,3,2,4,1
7506021,1,177,4,2,3,1
7506023,1,177,1,3,6,1
7506023,1,109,2,3,5,1
7506023,1,346,3,3,4,1
7506023,1,383,4,3,20,5
7506023,1,317,5,3,2,1
7506024,3,385,1,2,34,4
7506025,3,82,1,11,34,4
7506028,3,416,1,11,6,1
7506030,2,347,1,2,33,3
7506030,2,318,2,2,5,1
7506030,2,99,3,2,4,1
7506033,12,17,1,2,6,1
7506035,2,298,1,8,32,2
7506035,2,384,2,2,27,2
7506035,2,99,3,2,22,2
7506035,2,110,4,2,17,2
7506036,10,227,1,4,34,4
7506037,12,78,1,11,6,1
7506037,12,289,2,3,5,1
7506037,12,276,3,11,4,1
7506037,12,262,4,3,3,1
7506037,12,370,5,3,2,1
7506037,12,357,6,3,1,1
7506038,5,387,1,3,33,3
7506038,5,126,2,11,30,5
7506038,5,71,3,11,4,1
7506039,11,369,1,11,35,5
7506041,12,370,1,3,6,1
7506044,2,384,1,3,33,3
7506045,8,105,1,2,6,1
7506045,8,353,2,2,5,1
7506045,8,120,3,2,4,1
7506045,8,184,4,2,3,1
7506046,2,92,1,11,6,1
7506046,2,347,2,3,5,1
7506046,2,178,3,3,25,5
7506046,2,99,4,3,3,1
7506046,2,216,5,11,2,1
7506046,2,329,6,3,1,1
7506047,3,416,1,11,35,5
7506048,2,347,1,3,6,1
7506048,2,216,2,11,5,1
7506048,2,143,3,11,4,1
7506048,2,178,4,3,20,5
7506048,2,99,5,3,2,1
7506048,2,298,6,10,1,1
7506051,3,361,1,11,33,3
7506051,3,188,2,11,5,1
7506051,3,197,3,11,4,1
7506051,3,385,4,3,20,5
7506051,3,217,5,11,2,1
7506052,1,177,1,2,32,2
7506052,1,317,2,2,22,2
7506052,1,346,3,2,17,2
7506052,1,98,4,2,17,2
7506052,1,383,5,2,7,2
7506053,12,426,1,3,34,4
7506053,12,370,2,3,5,1
7506054,1,98,1,2,6,1
7506054,1,317,2,2,5,1
7506054,1,346,3,2,4,1
7506054,1,383,4,2,3,1
7506054,1,177,5,2,2,1
7506054,1,328,6,2,1,1
7506055,12,426,1,3,6,1
7506055,12,78,2,11,5,1
7506055,12,357,3,3,4,1
7506055,12,370,4,3,3,1
7506055,12,229,5,3,2,1
7506058,12,229,1,1,6,1
7506058,12,370,2,2,5,1
7506058,12,357,3,2,4,1
7506064,2,298,1,7,34,4
7506065,9,336,1,3,6,1
7506065,9,325,2,3,5,1
7506065,9,354,3,3,4,1
7506065,9,185,4,3,3,1
7506065,9,106,5,3,2,1
7506069,2,347,1,3,6,1
7506069,2,92,2,11,5,1
7506069,2,384,3,3,4,1
7506069,2,216,4,11,3,1
7506069,2,99,5,3,2,1
7506069,2,110,6,3,1,1
7506073,12,426,1,2,6,1
7506073,12,262,2,2,5,1
7506075,2,216,1,11,6,1
7506079,3,361,1,11,33,3
7506079,3,188,2,11,5,1
7506079,3,197,3,11,4,1
7506079,3,385,4,3,20,5
7506079,3,217,5,11,2,1
7506080,2,154,1,11,6,1
7506080,2,92,2,11,5,1
7506080,2,216,3,11,4,1
7506080,2,347,4,3,3,1
7506080,2,178,5,3,2,1
7506080,2,99,6,3,10,5
7506082,1,383,1,3,6,1
7506082,1,91,2,11,5,1
7506082,1,153,3,11,4,1
7506083,1,153,1,11,6,1
7506083,1,383,2,3,5,1
7506086,2,110,1,2,34,4
7506093,2,216,1,11,6,1
7506093,2,99,2,3,5,1
7506093,2,347,3,3,4,1
7506096,4,417,1,11,6,1
7506096,4,94,2,11,5,1
7506096,4,112,3,3,4,1
7506096,4,125,4,11,3,1
7506096,4,198,5,11,2,1
7506096,4,362,6,11,1,1
7506098,9,226,1,1,33,3
7506102,4,417,1,11,6,1
7506113,3,111,1,2,6,1
7506114,3,416,1,11,36,6
7506115,2,178,1,2,33,3
7506115,2,110,2,2,28,3
7506115,2,318,3,2,23,3
7506115,2,347,4,2,18,3
7506115,2,298,5,2,13,3
7506115,2,384,6,2,8,3
7506118,3,416,1,11,6,1
7506118,3,330,2,3,30,5
7506118,3,348,3,3,4,1
7506118,3,197,4,11,3,1
7506120,1,346,1,2,6,1
7506121,13,358,1,2,6,1
7506121,13,290,2,2,5,1
7506121,13,230,3,1,4,1
7506127,2,178,1,3,35,5
7506127,2,216,2,11,5,1
7506127,2,329,3,3,4,1
7506127,2,347,4,3,3,1
7506129,1,177,1,2,33,3
7506129,1,328,2,2,5,1
7506130,12,21,1,2,6,1
7506134,1,346,1,2,34,4
7506134,1,317,2,2,5,1
7506134,1,177,3,2,4,1
7506137,3,69,1,11,6,1
7506137,3,82,2,11,5,1
7506137,3,197,3,11,4,1
7506137,3,267,4,11,3,1
7506137,3,100,5,3,2,1
7506140,11,228,1,2,6,1
7506140,11,187,2,2,5,1
7506140,11,393,3,2,4,1
7506141,1,177,1,3,6,1
7506141,1,346,2,3,5,1
7506141,1,91,3,11,4,1
7506141,1,297,4,10,3,1
7506141,1,251,5,11,2,1
7506141,1,98,6,3,1,1
7506142,3,69,1,11,6,1
7506142,3,111,2,3,5,1
7506142,3,124,3,11,4,1
7506142,3,385,4,3,3,1
7506146,2,298,1,10,6,1
7506152,4,189,1,11,6,1
7506152,4,268,2,11,5,1
7506152,4,198,3,11,4,1
7506158,3,111,1,3,6,1
7506158,3,308,2,11,5,1
7506158,3,361,3,11,4,1
7506160,4,180,1,2,6,1
7506160,4,112,2,2,5,1
7506165,14,428,1,2,6,1
7506165,14,359,2,2,5,1
7506169,2,99,1,3,34,4
7506169,2,178,2,3,5,1
7506179,1,177,1,2,6,1
7506179,1,109,2,2,5,1
7506179,1,328,3,2,4,1
7506180,9,226,1,1,33,3
7506180,9,185,2,2,28,3
7506180,9,391,3,2,23,3
7506187,4,300,1,3,6,1
7506187,4,375,2,3,5,1
7506187,4,180,3,3,4,1
7506188,2,92,1,11,6,1
7506188,2,298,2,10,5,1
7506188,2,178,3,3,4,1
7506188,2,252,4,11,3,1
7506188,2,99,5,3,2,1
7506188,2,347,6,3,1,1
7506191,9,226,1,1,33,3
7506192,9,226,1,4,6,1
7506192,9,106,2,2,5,1
7506192,9,354,3,2,4,1
7506192,9,305,4,8,3,1
7506194,12,78,1,11,6,1
7506194,12,357,2,3,5,1
7506194,12,229,3,3,4,1
7506194,12,262,4,3,3,1
7506194,12,289,5,3,2,1
7506194,12,370,6,3,1,1
7506199,3,179,1,2,34,4
7506199,3,348,2,2,5,1
7506199,3,330,3,2,4,1
7506200,3,69,1,11,6,1
7506200,3,206,2,11,5,1
7506200,3,361,3,11,25,5
7506201,10,186,1,3,35,5
7506203,1,346,1,2,6,1
7506205,2,347,1,2,6,1
7506205,2,178,2,2,5,1
7506205,2,329,3,2,4,1
7506205,2,110,4,2,3,1
7506205,2,298,5,7,2,1
7506205,2,384,6,2,1,1
7506206,3,217,1,11,6,1
7506206,3,206,2,11,5,1
7506206,3,69,3,11,4,1
7506206,3,179,4,3,3,1
7506206,3,267,5,11,2,1
7506206,3,416,6,11,1,1
7506208,2,154,1,11,6,1
7506208,2,384,2,3,5,1
7506208,2,110,3,3,4,1
7506211,3,330,1,4,6,1
7506211,3,348,2,4,5,1
7506211,3,179,3,4,4,1
7506211,3,100,4,4,3,1
7506211,3,299,5,4,2,1
7506211,3,111,6,4,1,1
7506212,8,304,1,8,6,1
7506212,8,120,2,2,28,3
7506212,8,390,3,2,4,1
7506213,12,21,1,3,6,1
7506213,12,412,2,5,5,1
7506213,12,293,3,6,25,5
7506215,5,350,1,2,6,1
7506215,5,321,2,2,5,1
7506215,5,113,3,2,4,1
7506215,5,301,4,8,3,1
7506223,4,320,1,3,34,4
7506224,3,144,1,11,34,4
7506224,3,330,2,3,5,1
7506224,3,100,3,3,25,5
7506224,3,93,4,11,3,1
7506224,3,197,5,11,2,1
7506228,2,110,1,3,33,3
7506228,2,216,2,3,28,3
7506228,2,318,3,3,23,3
7506228,2,252,4,3,18,3
7506230,13,230,1,1,33,3
7506232,1,328,1,3,34,4
7506233,2,252,1,11,34,4
7506233,2,384,2,3,5,1
7506233,2,110,3,3,4,1
7506235,3,111,1,3,34,4
7506236,9,185,1,3,35,5
7506237,2,99,1,2,6,1
7506237,2,178,2,2,5,1
7506237,2,347,3,2,4,1
7506237,2,110,4,2,3,1
7506238,3,217,1,11,6,1
7506238,3,93,2,11,5,1
7506238,3,348,3,3,4,1
7506238,3,197,4,11,3,1
7506239,1,346,1,2,6,1
7506239,1,177,2,2,5,1
7506239,1,98,3,2,4,1
7506241,3,416,1,11,35,5
7506243,2,216,1,11,6,1
7506243,2,347,2,3,5,1
7506243,2,99,3,3,4,1
7506243,2,329,4,3,3,1
7506243,2,178,5,3,2,1
7506245,2,99,1,3,6,1
7506245,2,178,2,3,5,1
7506245,2,318,3,3,4,1
7506246,1,177,1,2,6,1
7506250,2,216,1,11,34,4
7506262,12,229,1,1,5,1
7506262,12,357,2,2,5,1
7506262,12,426,3,2,4,1
7506262,12,370,4,2,3,1
7506267,3,206,1,11,6,1
7506267,3,111,2,3,5,1
7506267,3,299,3,10,4,1
7506270,12,289,1,2,6,1
7506270,12,370,2,2,5,1
7506271,7,183,1,3,35,5
7506272,2,110,1,2,6,1
7506272,2,347,2,2,5,1
7506272,2,99,3,2,4,1
7506273,2,99,1,3,34,4
7506273,2,329,2,3,29,4
7506273,2,347,3,3,4,1
7506274,2,110,1,3,6,1
7506275,1,109,1,3,6,1
7506275,1,383,2,3,5,1
7506275,1,153,3,3,4,1
7506280,15,232,1,3,6,1
7506280,15,429,2,3,5,1
7506280,15,360,3,3,4,1
7506289,3,69,1,11,34,4
7506290,12,370,1,2,6,1
7506292,5,301,1,7,33,3
7506293,9,305,1,8,6,1
7506293,9,106,2,2,5,1
7506293,9,117,3,2,4,1
7506293,9,226,4,1,3,1
7506293,9,121,5,2,2,1
7506293,9,185,6,2,1,1
7506298,6,72,1,11,33,3
7506298,6,209,2,11,5,1
7506298,6,136,3,11,4,1
7506300,2,110,1,3,33,3
7506300,2,216,2,3,28,3
7506300,2,318,3,3,23,3
7506300,2,252,4,3,18,3
7506302,13,230,1,3,6,1
7506302,13,277,2,11,5,1
7506302,13,6,3,3,4,1
7506307,6,302,1,8,6,1
7506307,6,351,2,2,5,1
7506307,6,103,3,2,4,1
7506309,3,299,1,10,35,5
7506309,3,308,2,11,5,1
7506309,3,133,3,11,4,1
7506309,3,242,4,11,3,1
7506309,3,217,5,11,2,1
7506309,3,179,6,3,1,1
7506310,3,155,1,11,6,1
7506310,3,133,2,11,5,1
7506310,3,100,3,3,4,1
7506310,3,188,4,11,3,1
7506310,3,319,5,3,2,1
7506310,3,385,6,3,1,1
7506314,3,361,1,11,35,5
7506314,3,217,2,11,5,1
7506317,1,383,1,2,33,3
7506318,7,210,1,11,6,1
7506318,7,271,2,11,5,1
7506318,7,73,3,11,4,1
7506318,7,420,4,11,3,1
7506320,10,227,1,4,6,1
7506320,10,337,2,2,5,1
7506320,10,355,3,2,4,1
7506320,10,107,4,2,3,1
7506320,10,122,5,2,2,1
7506321,1,383,1,2,33,3
7506322,3,416,1,11,5,1
7506322,3,348,2,3,5,1
7506322,3,93,3,11,3,1
7506323,2,384,1,2,33,3
7506323,2,347,2,2,5,1
7506323,2,178,3,2,4,1
7506323,2,99,4,2,3,1
7506330,3,217,1,11,6,1
7506330,3,348,2,3,5,1
7506330,3,179,3,3,25,5
7506335,2,110,1,3,6,1
7506335,2,384,2,3,5,1
7506335,2,252,3,3,4,1
7506336,3,69,1,11,33,3
7506336,3,206,2,11,5,1
7506336,3,133,3,11,4,1
7506337,2,99,1,3,6,1
7506337,2,92,2,11,5,1
7506337,2,143,3,11,4,1
7506337,2,178,4,3,3,1
7506338,2,216,1,11,6,1
7506339,3,179,1,3,6,1
7506339,3,93,2,11,5,1
7506339,3,330,3,3,25,5
7506340,12,289,1,1,6,1
7506340,12,229,2,1,5,1
7506340,12,370,3,1,4,1
7506340,12,262,4,1,3,1
7506340,12,357,5,1,2,1
7506342,8,184,1,2,6,1
7506342,8,116,2,2,5,1
7506342,8,335,3,2,4,1
7506342,8,353,4,2,3,1
7506343,12,357,1,2,34,4
7506343,12,5,2,2,5,1
7506343,12,229,3,1,4,1
7506344,1,91,1,11,6,1
7506344,1,317,2,3,5,1
7506344,1,215,3,11,4,1
7506344,1,153,4,11,3,1
7506344,1,177,5,3,2,1
7506346,12,426,1,2,6,1
7506349,2,298,1,7,6,1
7506349,2,347,2,2,5,1
7506349,2,178,3,2,4,1
7506352,3,299,1,7,33,3
7506354,1,177,1,3,6,1
7506354,1,346,2,3,5,1
7506354,1,317,3,3,4,1
7506357,2,329,1,4,6,1
7506357,2,347,2,4,5,1
7506357,2,178,3,4,4,1
7506357,2,99,4,4,3,1
7506357,2,298,5,4,2,1
7506357,2,110,6,4,1,1
7506358,3,416,1,11,36,6
7506359,5,301,1,10,35,5
7506360,2,252,1,11,6,1
7506360,2,384,2,3,5,1
7506360,2,110,3,3,4,1
7506362,1,109,1,2,6,1
7506362,1,297,2,8,5,1
7506362,1,177,3,2,4,1
7506362,1,328,4,2,3,1
7506362,1,346,5,2,2,1
7506362,1,98,6,2,1,1
7506363,1,317,1,2,32,2
7506364,2,178,1,3,34,4
7506364,2,216,2,11,5,1
7506364,2,92,3,11,4,1
7506364,2,329,4,3,3,1
7506367,8,202,1,11,6,1
7506367,8,74,2,11,5,1
7506367,8,335,3,3,4,1
7506368,1,297,1,10,35,5
7506368,1,98,2,3,5,1
7506372,8,304,1,8,6,1
7506372,8,390,2,2,5,1
7506374,3,164,1,11,34,4
7506375,12,370,1,2,6,1
7506375,12,357,2,2,5,1
7506375,12,289,3,2,4,1
7506380,8,390,1,2,6,1
7506380,8,120,2,2,5,1
7506380,8,335,3,2,4,1
7506385,13,230,1,4,6,1
7506385,13,371,2,2,5,1
7506385,13,263,3,2,4,1
7506386,2,99,1,2,34,4
7506386,2,347,2,2,5,1
7506386,2,178,3,2,4,1
7506392,3,217,1,11,6,1
7506392,3,69,2,11,5,1
7506392,3,206,3,11,4,1
7506396,11,307,1,7,6,1
7506396,11,108,2,2,5,1
7506397,2,298,1,10,36,6
7506398,12,25,1,3,6,1
7506399,3,179,1,2,6,1
7506399,3,348,2,2,5,1
7506401,7,420,1,11,6,1
7506401,7,183,2,3,5,1
7506403,2,329,1,2,6,1
7506403,2,178,2,2,5,1
7506404,3,111,1,2,6,1
7506404,3,179,2,2,5,1
7506404,3,330,3,2,4,1
7506404,3,385,4,2,3,1
7506404,3,319,5,2,2,1
7506404,3,348,6,2,1,1
7506406,10,140,1,11,6,1
7506406,10,162,2,11,5,1
7506406,10,186,3,2,4,1
7506406,10,213,4,11,3,1
7506409,1,98,1,3,6,1
7506409,1,328,2,3,5,1
7506409,1,215,3,11,4,1
7506409,1,153,4,11,3,1
7506409,1,251,5,11,2,1
7506409,1,297,6,10,1,1
7506412,12,426,1,1,6,1
7506412,12,229,2,1,5,1
7506412,12,370,3,1,4,1
7506412,12,262,4,1,3,1
7506412,12,357,5,1,2,1
7506413,3,179,1,3,6,1
7506413,3,416,2,11,5,1
7506414,1,91,1,11,6,1
7506414,1,177,2,3,30,5
7506414,1,215,3,11,4,1
7506414,1,266,4,11,3,1
7506414,1,346,5,3,2,1
7506415,10,122,1,2,6,1
7506415,10,227,2,1,5,1
7506415,10,118,3,2,4,1
7506417,2,347,1,2,33,3
7506417,2,329,2,2,5,1
7506420,9,314,1,11,35,5
7506420,9,286,2,11,5,1
7506420,9,194,3,11,4,1
7506420,9,212,4,11,3,1
7506420,9,75,5,11,2,1
7506429,1,215,1,11,6,1
7506429,1,91,2,11,5,1
7506429,1,346,3,3,25,5
7506430,3,299,1,9,34,4
7506431,2,318,1,2,6,1
7506431,2,178,2,2,5,1
7506431,2,347,3,2,4,1
7506431,2,384,4,2,3,1
7506431,2,99,5,2,2,1
7506431,2,110,6,2,1,1
7506432,3,280,1,11,6,1
7506433,9,391,1,1,6,1
7506433,9,117,2,1,5,1
7506433,9,354,3,1,4,1
7506433,9,226,4,1,3,1
7506434,2,99,1,3,35,5
7506434,2,110,2,3,5,1
7506434,2,298,3,3,25,5
7506436,3,93,1,11,34,4
7506436,3,267,2,11,5,1
7506436,3,330,3,3,4,1
7506436,3,308,4,11,20,5
7506437,8,202,1,11,37,7
7506437,8,105,2,3,37,7
7506437,8,222,3,11,4,1
7506439,7,334,1,2,6,1
7506439,7,352,2,2,5,1
7506439,7,104,3,2,4,1
7506443,2,216,1,11,34,4
7506443,2,178,2,3,30,5
7506443,2,347,3,3,4,1
7506443,2,92,4,11,3,1
7506443,2,329,5,3,2,1
7506448,2,110,1,2,34,4
7506451,2,252,1,11,34,4
7506451,2,216,2,11,5,1
7506451,2,154,3,11,4,1
7506452,11,393,1,2,6,1
7506454,12,78,1,11,6,1
7506458,10,227,1,1,6,1
7506461,8,120,1,2,34,4
7506463,4,375,1,11,34,4
7506464,9,185,1,2,6,1
7506465,2,216,1,11,6,1
7506465,2,92,2,11,5,1
7506465,2,154,3,11,4,1
7506471,7,352,1,2,6,1
7506471,7,183,2,2,5,1
7506471,7,334,3,2,4,1
7506471,7,104,4,2,3,1
7506471,7,389,5,2,2,1
7506471,7,115,6,2,1,1
7506475,2,216,1,11,6,1
7506477,10,306,1,8,33,3
7506477,10,186,2,2,5,1
7506479,6,351,1,2,6,1
7506479,6,182,2,2,5,1
7506479,6,333,3,2,4,1
7506479,6,103,4,2,3,1
7506479,6,388,5,2,2,1
7506479,6,114,6,2,1,1
7506480,8,184,1,3,6,1
7506480,8,211,2,11,5,1
7506480,8,353,3,3,4,1
7506480,8,160,4,11,3,1
7506480,8,129,5,11,2,1
7506481,3,100,1,2,33,3
7506481,3,179,2,2,5,1
7506481,3,330,3,2,4,1
7506481,3,348,4,2,18,3
7506481,3,299,5,2,13,3
7506485,2,318,1,3,36,6
7506488,10,337,1,2,6,1
7506488,10,186,2,2,5,1
7506488,10,107,3,2,4,1
7506488,10,227,4,4,3,1
7506493,1,153,1,11,6,1
7506501,2,154,1,11,6,1
7506501,2,216,2,11,5,1
7506501,2,92,3,11,4,1
7506501,2,384,4,3,3,1
7506511,3,308,1,11,35,5
7506511,3,242,2,11,5,1
